Date,Campaign,AdWords Campaign ID,Sessions,Clicks,Cost,Impressions,Transactions,Revenue,Quantity,HotelName
20170102,BMT Beaumont Estate Brand [UK] (S) ^KW ^RLSA-B *AD,160014634,1,0,0,0,0,0,0,De Vere Beaumont Estate
20170102,DV Wotton House [UK] (C) ^REM *NM,685552212,1,0,0,0,0,0,0,De Vere Wotton House
20170102,Principal Manchester PH Brand + City [UK] (S) ^KW ^RLSA-B *AD,697895238,1,1,0.4,6,0,0,0,The Principal Manchester
20170102,Principal York PH Brand + City [UK] (S) ^KW ^RLSA-B *AD,697895241,1,1,0.51,5,0,0,0,The Principal York
20170102,WOT Wotton Brand [UK] (S) ^KW ^RLSA-B *AD,160014274,1,0,0,0,0,0,0,De Vere Wotton House
20170102,zZz WOK DV Wokefield Estate Brand [UK] (S) ^KW ^RLSA-B *AD,257116847,1,0,0,0,0,0,0,De Vere Wokefield Estate
20170103,DV Cotswold Water Park Brand [WW-UK] (S) ^KW *AD,685552281,1,1,0.18,39,0,0,0,De Vere Cotswold Water Park
20170103,DV Wotton House [UK] (C) ^REM *NM,685552212,1,0,0,0,0,0,0,De Vere Wotton House
20170103,"P - Oxford Witney Hotel, Witney Brand [UK] (S) ^KW *AD",700007939,1,0,0,0,0,0,0,Oxford Witney Hotel
20170103,Principal York [UK] (C) ^REM *NM,693220992,1,0,0,0,0,0,0,The Principal York
20170103,Principal York PH Brand + City [UK] (S) ^KW ^RLSA-B *AD,697895241,1,1,0.86,6,0,0,0,The Principal York
20170103,zZz DVD St. Davids Brand [UK] (S) ^KW ^RLSA-B *AD,160014874,1,0,0,0,0,0,0,The St David's Hotel
20170103,zZz THO DV Theobalds Estate Brand [UK] (S) ^KW ^RLSA-B *AD,257116367,1,0,0,0,0,0,0,De Vere Theobalds Estate
20170103,zZz WOK DV Wokefield Estate Brand [UK] (S) ^KW ^RLSA-B *AD,257116847,1,0,0,0,0,0,0,De Vere Wokefield Estate
20170104,DV Latimer Estate General [UK] (S) ^KW ^RLSA-B *AD,692789743,1,1,1.18,80,0,0,0,De Vere Latimer Estate
20170104,DV Tortworth Estate Brand + City [UK] (S) ^KW *AD,685510691,1,1,0.88,3,0,0,0,De Vere Tortworth Estate
20170104,DV Wotton House [UK] (C) ^REM *NM,685552212,1,0,0,0,0,0,0,De Vere Wotton House
20170104,"P - Blythswood Square, Glasgow General [UK] (S) ^KW ^RLSA-B *AD",685551972,1,0,0,0,0,0,0,Blythswood Square Hotel
20170104,"P - Gorse Hill, Woking General [UK] (S) ^KW ^RLSA-B *AD",708573812,1,0,0,0,0,0,0,Gorse Hill
20170104,"P - New Place, Southampton General [UK] (S) ^KW ^RLSA-B *AD",721995335,1,0,0,0,0,0,0,New Place
20170104,"P - The Bonham Hotel, Edinburgh General [UK] (S) ^KW ^RLSA-B *AD",708657003,1,0,0,0,0,0,0,The Bonham Hotel
20170104,PHB Display Principal Placement [UK] (B) ^Placement,699712723,1,0,0,0,0,0,0,Principal
20170104,PHB Principal Brand [WW-UK] (S) ^KW ^RLSA-B *AD,692255215,1,0,0,0,0,0,0,Principal
20170104,The Grand - Brand,(not set),1,0,0,0,0,0,0,Grand Central Hotel
20170104,zZz PAL The Palace Brand [UK] (S) ^KW ^RLSA-B *AD,160000354,1,0,0,0,0,0,0,The Principal Manchester
20170105,DV Oxford Thames Brand [WW-UK] (S) ^KW *AD,685510703,1,0,0,40,0,0,0,De Vere Oxford Thames
20170105,DV Wotton House [UK] (C) ^REM *NM,685552212,1,0,0,0,0,0,0,De Vere Wotton House
20170105,ETD Eastwood Hall Brand [UK] (S) ^KW ^RLSA-B *AD,159636514,1,0,0,0,0,0,0,Eastwood Hall
20170105,"P - Eastwood Hall, Nottingham General [UK] (S) ^KW ^RLSA-B *AD",721987358,1,0,0,0,0,0,0,Eastwood Hall
20170105,"P - Sunningdale Park, Ascot Brand [UK] (S) ^KW ^RLSA-B *AD",700007942,1,0,0,0,0,0,0,Sunningdale Park
20170105,"P - The Bonham Hotel, Edinburgh General [UK] (S) ^KW ^RLSA-B *AD",708657003,1,0,0,0,0,0,0,The Bonham Hotel
20170105,PHB Principal Brand [WW-UK] (S) ^KW ^RLSA-B *AD,692255215,1,0,0,0,0,0,0,Principal
20170105,Principal Edinburgh PH Brand + City [UK] (S) ^KW ^RLSA-B *AD,693220977,1,1,0.37,5,0,0,0,The Principal Edinburgh George…
20170105,Principal Manchester PH Brand + City [UK] (S) ^KW ^RLSA-B *AD,697895238,1,1,0.4,4,0,0,0,The Principal Manchester
20170105,Principal York [UK] (C) ^REM *NM,693220992,1,0,0,0,0,0,0,The Principal York
20170106,"P - Cheadle House, Cheadle General [UK] (S) ^KW ^RLSA-B *AD",708573809,1,0,0,0,0,0,0,Cheadle House
20170106,"P - Eastwood Hall, Nottingham General [UK] (S) ^KW ^RLSA-B *AD",721987358,1,0,0,0,0,0,0,Eastwood Hall
20170106,"P - Gorse Hill, Woking General [UK] (S) ^KW ^RLSA-B *AD",708573812,1,0,0,0,0,0,0,Gorse Hill
20170106,P - Grand Central Hotel PH Brand + City [UK] (S) ^KW ^RLSA-B *AD,704060551,1,0,0,0,0,0,0,Grand Central Hotel
20170106,"P - Sunningdale Park, Ascot Brand [UK] (S) ^KW ^RLSA-B *AD",700007942,1,0,0,0,0,0,0,Sunningdale Park
20170106,The Grand - Brand,(not set),1,0,0,0,0,0,0,Grand Central Hotel
20170107,HOR Horwood Brand [UK] (S) ^KW ^RLSA-B *AD,160014394,1,0,0,0,0,0,0,De Vere Horwood Estate
20170107,"P - The St. Johns Hotel, Solihull General [UK] (S) ^KW ^RLSA-B *AD",708573830,1,0,0,0,0,0,0,The St Johns Hotel
20170107,"zZz MET Hotel, Leeds Brand [UK] (S) ^KW ^RLSA-B *AD",159522034,1,0,0,0,0,0,0,The Met Hotel
20170107,zZz ROY Royal York Brand [UK] (S) ^KW ^RLSA-B *AD,159522754,1,0,0,0,0,0,0,The Principal York
20170108,ETT Ettington Chase Brand [UK] (S) ^KW ^RLSA-B *AD,160000114,1,0,0,0,0,0,0,Ettington Chase
20170108,"P - Blythswood Square, Glasgow General [UK] (S) ^KW ^RLSA-B *AD",685551972,1,0,0,0,0,0,0,Blythswood Square Hotel
20170108,"P - Hunton Park, Hertfordshire General [UK] (S) ^KW ^RLSA-B *AD",721995341,1,0,0,0,0,0,0,Hunton Park
20170108,"P - Oxford Witney Hotel, Witney General [UK] (S) ^KW ^RLSA-B *AD",708573821,1,0,0,0,0,0,0,Oxford Witney Hotel
20170108,"P - The Bonham Hotel, Edinburgh General [UK] (S) ^KW ^RLSA-B *AD",708657003,1,0,0,0,0,0,0,The Bonham Hotel
20170108,zZz GCE Grand Central Brand [UK] (S) ^KW ^RLSA-B *AD,160000594,1,0,0,0,0,0,0,Grand Central Hotel
20170108,zZz PAL The Palace Brand [UK] (S) ^KW ^RLSA-B *AD,160000354,1,0,0,0,0,0,0,The Principal Manchester
20170108,zZz PHB Brand [UK] (S) ^KW ^RLSA-B *AD,160001554,1,0,0,0,0,0,0,Principal
20170101,DV Beaumont Estate General [UK] (S) ^KW *AD,685552038,0,0,0,4,0,0,0,De Vere Beaumont Estate
20170101,P - Grand Central Hotel PH Brand + City [UK] (S) ^KW ^RLSA-B *AD,704060551,0,0,0,19,0,0,0,Grand Central Hotel
20170101,PHB Principal Hayley Brand [WW-UK] (S) ^KW ^RLSA-B *AD,692715556,0,0,0,26,0,0,0,Principal
20170101,Principal Manchester POI [UK] (S) ^KW *AD,693220986,0,0,0,152,0,0,0,The Principal Manchester
20170102,DV Beaumont Estate General [UK] (S) ^KW *AD,685552038,0,0,0,16,0,0,0,De Vere Beaumont Estate
20170102,DV Latimer Estate General [UK] (S) ^KW ^RLSA-B *AD,692789743,0,0,0,57,0,0,0,De Vere Latimer Estate
20170102,DV Tortworth Estate Brand + City [UK] (S) ^KW *AD,685510691,0,0,0,2,0,0,0,De Vere Tortworth Estate
20170102,PHB Principal Hayley Brand [WW-UK] (S) ^KW ^RLSA-B *AD,692715556,0,0,0,16,0,0,0,Principal
20170102,Principal Manchester POI [UK] (S) ^KW *AD,693220986,0,0,0,146,0,0,0,The Principal Manchester
20170103,Principal Manchester PH Brand + City [UK] (S) ^KW ^RLSA-B *AD,697895238,0,0,0,1,0,0,0,The Principal Manchester
20170105,DV Orchard Hotel Brand [UK] (S) ^KW *AD,731000562,0,0,0,2,0,0,0,De Vere Orchard Hotel
20170105,DV Orchard Hotel General [UK] (S) ^KW *AD,731001276,0,0,0,13,0,0,0,De Vere Orchard Hotel
20170106,DV Tortworth Estate Brand + City [UK] (S) ^KW *AD,685510691,0,0,0,2,0,0,0,De Vere Tortworth Estate
20170106,Principal Manchester PH Brand + City [UK] (S) ^KW ^RLSA-B *AD,697895238,0,0,0,1,0,0,0,The Principal Manchester
20170106,Principal Manchester POI [UK] (S) ^KW *AD,693220986,0,0,0,128,0,0,0,The Principal Manchester
20170107,Principal Manchester POI [UK] (S) ^KW *AD,693220986,0,0,0,156,0,0,0,The Principal Manchester
20170108,DV Orchard Hotel Brand [UK] (S) ^KW *AD,731000562,0,0,0,15,0,0,0,De Vere Orchard Hotel
20170108,DV Orchard Hotel General [UK] (S) ^KW *AD,731001276,0,0,0,29,0,0,0,De Vere Orchard Hotel
20170108,Principal Edinburgh PH Brand + City [UK] (S) ^KW ^RLSA-B *AD,693220977,0,0,0,2,0,0,0,The Principal Edinburgh George…
20170108,Principal Manchester POI [UK] (S) ^KW *AD,693220986,0,0,0,218,0,0,0,The Principal Manchester
20170111,DV Tortworth Estate Brand [UK] (S) ^KW *AD,685552290,292,257,59.3,1038,2,420.24,3,De Vere Tortworth Estate
20170116,DV Tortworth Estate Brand [UK] (S) ^KW *AD,685552290,291,260,60.92,1034,2,298,3,De Vere Tortworth Estate
20170109,DV Tortworth Estate Brand [UK] (S) ^KW *AD,685552290,287,248,53.43,1271,5,789.72,7,De Vere Tortworth Estate
20170116,P - The St. Davids Hotel & Spa Brand [UK] (S) ^KW ^RLSA-B *AD,699503977,264,233,75.05,1031,6,778.92,7,The St David's Hotel
20170110,DV Tortworth Estate Brand [UK] (S) ^KW *AD,685552290,259,235,58.44,980,6,629.4,7,De Vere Tortworth Estate
20170116,DV Wotton House Brand [UK] (S) ^KW ^RLSA-B *AD,685552224,251,209,58.04,789,0,0,0,De Vere Wotton House
20170112,Principal York Brand [UK] (S) ^KW ^RLSA-B *AD,693220995,249,218,102.64,1008,1,363,4,The Principal York
20170109,DV Wotton House Brand [UK] (S) ^KW ^RLSA-B *AD,685552224,247,214,65.96,768,0,0,0,De Vere Wotton House
20170115,Principal York Brand [UK] (S) ^KW ^RLSA-B *AD,693220995,244,228,109.52,1003,1,374.71,3,The Principal York
20170113,Principal York Brand [UK] (S) ^KW ^RLSA-B *AD,693220995,239,209,88.69,958,3,924.17,5,The Principal York
20170116,Principal York Brand [UK] (S) ^KW ^RLSA-B *AD,693220995,238,264,122.35,1108,4,853.17,6,The Principal York
20170110,DV Wotton House Brand [UK] (S) ^KW ^RLSA-B *AD,685552224,237,193,56.03,768,1,202.99,1,De Vere Wotton House
20170112,DV Tortworth Estate Brand [UK] (S) ^KW *AD,685552290,237,218,58.08,1029,2,152.5,2,De Vere Tortworth Estate
20170114,P - The St. Davids Hotel & Spa Brand [UK] (S) ^KW ^RLSA-B *AD,699503977,237,214,70.24,908,5,936.64,6,The St David's Hotel
20170113,P - The St. Davids Hotel & Spa Brand [UK] (S) ^KW ^RLSA-B *AD,699503977,234,209,69.79,1038,6,1235.37,13,The St David's Hotel
20170115,P - The St. Davids Hotel & Spa Brand [UK] (S) ^KW ^RLSA-B *AD,699503977,234,214,76.05,941,4,674.48,7,The St David's Hotel
20170109,P - The St. Davids Hotel & Spa Brand [UK] (S) ^KW ^RLSA-B *AD,699503977,230,217,76.16,1060,11,1718.6,17,The St David's Hotel
20170115,DV Tortworth Estate Brand [UK] (S) ^KW *AD,685552290,225,206,59.2,785,6,863.06,8,De Vere Tortworth Estate
20170110,P - The St. Davids Hotel & Spa Brand [UK] (S) ^KW ^RLSA-B *AD,699503977,222,202,74.76,977,8,1336.91,10,The St David's Hotel
20170111,P - The St. Davids Hotel & Spa Brand [UK] (S) ^KW ^RLSA-B *AD,699503977,222,201,72.11,918,6,1274.28,6,The St David's Hotel
20170111,Principal York Brand [UK] (S) ^KW ^RLSA-B *AD,693220995,221,201,94.62,1010,2,728.83,5,The Principal York
20170110,Principal Edinburgh Brand [UK] (S) ^KW ^RLSA-B *AD,693220980,220,198,118.37,2591,13,5312.26,27,The Principal Edinburgh George…
20170112,P - The St. Davids Hotel & Spa Brand [UK] (S) ^KW ^RLSA-B *AD,699503977,218,205,71.56,811,9,1117.72,10,The St David's Hotel
20170109,Principal Edinburgh Brand [UK] (S) ^KW ^RLSA-B *AD,693220980,208,195,124.47,2780,6,1530.06,13,The Principal Edinburgh George…
20170109,Principal York Brand [UK] (S) ^KW ^RLSA-B *AD,693220995,206,189,86.76,836,2,502.96,3,The Principal York
20170113,DV Tortworth Estate Brand [UK] (S) ^KW *AD,685552290,204,184,57.23,693,3,576.83,5,De Vere Tortworth Estate
20170114,DV Tortworth Estate Brand [UK] (S) ^KW *AD,685552290,204,186,56.93,721,3,265.07,3,De Vere Tortworth Estate
20170114,Principal York Brand [UK] (S) ^KW ^RLSA-B *AD,693220995,204,182,84.05,796,2,530.83,3,The Principal York
20170111,DV Wotton House Brand [UK] (S) ^KW ^RLSA-B *AD,685552224,199,154,40.21,696,1,145,1,De Vere Wotton House
20170116,DV Beaumont Estate Brand [UK] (S) ^KW ^RLSA-B *AD,685552035,190,181,85.43,1550,4,738.41,8,De Vere Beaumont Estate
20170112,Principal Manchester Brand [UK] (S) ^KW ^RLSA-B *AD,693220989,188,170,85.48,1689,4,977.49,8,The Principal Manchester
20170113,DV Wotton House Brand [UK] (S) ^KW ^RLSA-B *AD,685552224,183,152,45.88,586,1,165.49,1,De Vere Wotton House
20170115,DV Wotton House Brand [UK] (S) ^KW ^RLSA-B *AD,685552224,182,142,45.47,578,4,333.32,4,De Vere Wotton House
20170111,DV Beaumont Estate Brand [UK] (S) ^KW ^RLSA-B *AD,685552035,181,143,69.05,1125,2,125,2,De Vere Beaumont Estate
20170113,Principal Edinburgh Brand [UK] (S) ^KW ^RLSA-B *AD,693220980,181,143,111.36,1869,5,1042.42,9,The Principal Edinburgh George…
20170116,DV Wokefield Estate Brand [UK] (S) ^KW ^RLSA-B *AD,692789755,180,165,31.46,665,1,136.67,1,De Vere Wokefild Estate
20170114,"P - Blythswood Square, Glasgow Brand [UK] (S) ^KW *AD",685551966,177,163,54.96,609,1,191.67,1,Blythswood Square Hotel
20170110,DV Beaumont Estate Brand [UK] (S) ^KW ^RLSA-B *AD,685552035,175,136,64.83,1140,5,782.75,8,De Vere Beaumont Estate
20170112,DV Wotton House Brand [UK] (S) ^KW ^RLSA-B *AD,685552224,174,142,43.01,636,0,0,0,De Vere Wotton House
20170116,P - Grand Central Hotel Brand [UK] (S) ^KW ^RLSA-B *AD,699823136,174,161,93.04,651,10,1370.96,14,Grand Central Hotel
20170111,Principal Edinburgh Brand [UK] (S) ^KW ^RLSA-B *AD,693220980,173,153,116.22,2215,7,2215.82,15,The Principal Edinburgh George…
20170115,"P - Blythswood Square, Glasgow Brand [UK] (S) ^KW *AD",685551966,172,158,59.26,717,2,249.37,2,Blythswood Square Hotel
20170116,DV Cotswold Water Park Brand [UK] (S) ^KW *AD,685552278,172,156,57.92,1022,7,1134.5,11,De Vere Cotswold Water Park
20170109,P - Grand Central Hotel Brand [UK] (S) ^KW ^RLSA-B *AD,699823136,170,155,96.75,729,5,556.35,6,Grand Central Hotel
20170113,DV Wokefield Estate Brand [UK] (S) ^KW ^RLSA-B *AD,692789755,164,146,26.2,521,1,190,2,De Vere Wokefild Estate
20170110,P - Grand Central Hotel Brand [UK] (S) ^KW ^RLSA-B *AD,699823136,162,155,92.53,584,8,1600.63,15,Grand Central Hotel
20170110,Principal York Brand [UK] (S) ^KW ^RLSA-B *AD,693220995,161,147,83.83,745,4,1019.33,8,The Principal York
20170115,P - Grand Central Hotel Brand [UK] (S) ^KW ^RLSA-B *AD,699823136,161,147,94.22,561,5,532.38,6,Grand Central Hotel
20170116,"P - Blythswood Square, Glasgow Brand [UK] (S) ^KW *AD",685551966,161,151,58.69,553,2,240.83,2,Blythswood Square Hotel
20170112,DV Beaumont Estate Brand [UK] (S) ^KW ^RLSA-B *AD,685552035,160,128,61.36,1046,5,527.67,7,De Vere Beaumont Estate
20170114,P - Grand Central Hotel Brand [UK] (S) ^KW ^RLSA-B *AD,699823136,160,142,87.04,565,6,733.09,9,Grand Central Hotel
20170111,P - Grand Central Hotel Brand [UK] (S) ^KW ^RLSA-B *AD,699823136,158,134,89.45,555,6,757.38,7,Grand Central Hotel
20170115,Principal Edinburgh Brand [UK] (S) ^KW ^RLSA-B *AD,693220980,158,144,107.4,2505,2,275.59,2,The Principal Edinburgh George…
20170111,"P - Blythswood Square, Glasgow Brand [UK] (S) ^KW *AD",685551966,156,132,61.65,481,1,120.83,1,Blythswood Square Hotel
20170114,Principal Edinburgh Brand [UK] (S) ^KW ^RLSA-B *AD,693220980,156,135,93.47,2152,2,662.5,4,The Principal Edinburgh George…
20170111,Principal Manchester Brand [UK] (S) ^KW ^RLSA-B *AD,693220989,155,142,63.85,1818,8,1124.54,9,The Principal Manchester
20170113,DV Beaumont Estate Brand [UK] (S) ^KW ^RLSA-B *AD,685552035,155,124,55.81,1118,3,193.34,3,De Vere Beaumont Estate
20170111,"P - Oxford Spires Hotel, Oxford Brand [UK] (S) ^KW *AD",699861576,153,136,54.14,473,4,421.08,4,Oxford Spires Hotel
20170114,DV Wotton House Brand [UK] (S) ^KW ^RLSA-B *AD,685552224,153,128,31.85,536,2,248.33,2,De Vere Wotton House
20170110,DV Wokefield Estate Brand [UK] (S) ^KW ^RLSA-B *AD,692789755,152,113,20.64,384,0,0,0,De Vere Wokefild Estate
20170112,Principal Edinburgh Brand [UK] (S) ^KW ^RLSA-B *AD,693220980,152,142,113.77,2151,3,628.75,4,The Principal Edinburgh George…
20170113,"P - Blythswood Square, Glasgow Brand [UK] (S) ^KW *AD",685551966,152,129,54.43,561,5,889.99,5,Blythswood Square Hotel
20170109,DV Beaumont Estate Brand [UK] (S) ^KW ^RLSA-B *AD,685552035,149,126,67.16,827,2,463.34,4,De Vere Beaumont Estate
20170109,DV Wokefield Estate Brand [UK] (S) ^KW ^RLSA-B *AD,692789755,149,109,22.5,418,1,248.34,2,De Vere Wokefild Estate
20170109,"P - Blythswood Square, Glasgow Brand [UK] (S) ^KW *AD",685551966,149,129,64.57,354,1,158.33,1,Blythswood Square Hotel
20170116,Principal Edinburgh Brand [UK] (S) ^KW ^RLSA-B *AD,693220980,148,159,120.68,2354,5,1519.17,13,The Principal Edinburgh George…
20170116,Principal Manchester Brand [UK] (S) ^KW ^RLSA-B *AD,693220989,148,148,67.03,1584,2,213.76,2,The Principal Manchester
20170115,DV Cotswold Water Park Brand [UK] (S) ^KW *AD,685552278,146,134,48.44,1098,3,1071,7,De Vere Cotswold Water Park
20170110,Principal Manchester Brand [UK] (S) ^KW ^RLSA-B *AD,693220989,140,135,66.97,1284,4,826.17,6,The Principal Manchester
20170112,"P - Blythswood Square, Glasgow Brand [UK] (S) ^KW *AD",685551966,140,128,57.04,451,6,1133.37,7,Blythswood Square Hotel
20170109,DV Cotswold Water Park Brand [UK] (S) ^KW *AD,685552278,139,109,42.22,900,3,414.33,4,De Vere Cotswold Water Park
20170113,P - Grand Central Hotel Brand [UK] (S) ^KW ^RLSA-B *AD,699823136,139,141,87.63,660,6,731.75,7,Grand Central Hotel
20170113,"P - Oxford Spires Hotel, Oxford Brand [UK] (S) ^KW *AD",699861576,139,114,47.46,431,5,850.05,6,Oxford Spires Hotel
20170116,"P - The Roxburghe Hotel, Edinburgh Brand [UK] (S) ^KW *AD",699504385,139,125,36.44,430,2,952.67,8,The Roxburghe
20170110,DV Cotswold Water Park Brand [UK] (S) ^KW *AD,685552278,137,123,45.25,894,3,264.49,3,De Vere Cotswold Water Park
20170110,"P - Blythswood Square, Glasgow Brand [UK] (S) ^KW *AD",685551966,135,123,61.83,437,2,320.21,2,Blythswood Square Hotel
20170109,Principal Manchester Brand [UK] (S) ^KW ^RLSA-B *AD,693220989,134,122,70.17,1264,1,163.88,1,The Principal Manchester
20170110,"P - The Roxburghe Hotel, Edinburgh Brand [UK] (S) ^KW *AD",699504385,132,123,39.41,460,7,1544,14,The Roxburghe
20170111,DV Wokefield Estate Brand [UK] (S) ^KW ^RLSA-B *AD,692789755,132,118,23.48,425,0,0,0,De Vere Wokefild Estate
20170114,DV Wokefield Estate Brand [UK] (S) ^KW ^RLSA-B *AD,692789755,132,112,20.04,399,1,120,1,De Vere Wokefild Estate
20170115,DV Beaumont Estate Brand [UK] (S) ^KW ^RLSA-B *AD,685552035,132,111,52.88,925,2,481.24,3,De Vere Beaumont Estate
20170111,DV Cotswold Water Park Brand [UK] (S) ^KW *AD,685552278,130,112,39.23,873,2,190,2,De Vere Cotswold Water Park
20170109,"P - The Roxburghe Hotel, Edinburgh Brand [UK] (S) ^KW *AD",699504385,129,117,41.4,489,2,985.71,5,The Roxburghe
20170112,DV Wokefield Estate Brand [UK] (S) ^KW ^RLSA-B *AD,692789755,128,104,23.2,412,1,247.5,3,De Vere Wokefild Estate
20170115,"P - Oxford Spires Hotel, Oxford Brand [UK] (S) ^KW *AD",699861576,128,105,56.76,341,4,608.33,5,Oxford Spires Hotel
20170115,DV Wokefield Estate Brand [UK] (S) ^KW ^RLSA-B *AD,692789755,127,117,19.69,360,1,99.17,1,De Vere Wokefild Estate
20170109,DV Selsdon Estate Brand [UK] (S) ^KW ^RLSA-B *AD,685552047,126,113,32.07,517,0,0,0,De Vere Selsdon Estate
20170112,P - Grand Central Hotel Brand [UK] (S) ^KW ^RLSA-B *AD,699823136,126,142,89.11,617,3,356.5,6,Grand Central Hotel
20170112,DV Cotswold Water Park Brand [UK] (S) ^KW *AD,685552278,122,114,41.92,871,0,0,0,De Vere Cotswold Water Park
20170113,Principal Manchester Brand [UK] (S) ^KW ^RLSA-B *AD,693220989,122,117,59.33,1606,4,683.55,6,The Principal Manchester
20170113,DV Cotswold Water Park Brand [UK] (S) ^KW *AD,685552278,121,106,34.93,798,1,112.67,1,De Vere Cotswold Water Park
20170114,"P - Oxford Spires Hotel, Oxford Brand [UK] (S) ^KW *AD",699861576,119,100,45.82,310,4,1052.83,8,Oxford Spires Hotel
20170115,"P - The Roxburghe Hotel, Edinburgh Brand [UK] (S) ^KW *AD",699504385,118,109,37.09,339,5,3309.17,19,The Roxburghe
20170116,"P - Oxford Spires Hotel, Oxford Brand [UK] (S) ^KW *AD",699861576,118,105,56.78,307,0,0,0,Oxford Spires Hotel
20170112,"P - Oxford Spires Hotel, Oxford Brand [UK] (S) ^KW *AD",699861576,116,106,54.52,409,1,107.5,1,Oxford Spires Hotel
20170110,DV Selsdon Estate Brand [UK] (S) ^KW ^RLSA-B *AD,685552047,115,101,31.14,487,0,0,0,De Vere Selsdon Estate
20170114,DV Beaumont Estate Brand [UK] (S) ^KW ^RLSA-B *AD,685552035,114,93,41.21,715,0,0,0,De Vere Beaumont Estate
20170111,"P - The Roxburghe Hotel, Edinburgh Brand [UK] (S) ^KW *AD",699504385,111,101,38.93,323,0,0,0,The Roxburghe
20170109,DV Staverton Estate Brand [UK] (S) ^KW ^RLSA-B *AD,692789749,110,105,32.61,424,2,169.16,2,De Vere Staverton Estate
20170110,DV Staverton Estate Brand [UK] (S) ^KW ^RLSA-B *AD,692789749,110,103,31.54,437,4,677.51,10,De Vere Staverton Estate
20170111,DV Selsdon Estate Brand [UK] (S) ^KW ^RLSA-B *AD,685552047,110,94,29.35,451,3,319.17,4,De Vere Selsdon Estate
20170116,DV Selsdon Estate Brand [UK] (S) ^KW ^RLSA-B *AD,685552047,110,86,25.41,474,2,285.91,3,De Vere Selsdon Estate
20170109,"P - Oxford Spires Hotel, Oxford Brand [UK] (S) ^KW *AD",699861576,109,92,43.48,334,1,128.33,1,Oxford Spires Hotel
20170109,Principal Manchester General [UK] (S) ^KW ^RLSA *AD,697895232,109,92,102.96,7347,2,241.66,2,The Principal Manchester
20170113,"P - The Roxburghe Hotel, Edinburgh Brand [UK] (S) ^KW *AD",699504385,109,96,34.16,354,3,545,5,The Roxburghe
20170114,DV Cotswold Water Park Brand [UK] (S) ^KW *AD,685552278,109,93,34.89,822,1,190.99,2,De Vere Cotswold Water Park
20170114,"P - The Roxburghe Hotel, Edinburgh Brand [UK] (S) ^KW *AD",699504385,107,100,33.97,308,1,248.33,2,The Roxburghe
20170110,"P - Oxford Spires Hotel, Oxford Brand [UK] (S) ^KW *AD",699861576,106,85,41.52,305,3,353.79,3,Oxford Spires Hotel
20170110,DV Theobalds Estate Brand [UK] (S) ^KW ^RLSA-B *AD,692789752,103,84,16.08,342,0,0,0,De Vere Theobalds Estate
20170111,DV Horwood Estate Brand [UK] (S) ^KW ^RLSA-B *AD,685552059,103,83,24.93,429,0,0,0,De Vere Horwood Estate
20170112,DV Horwood Estate Brand [UK] (S) ^KW ^RLSA-B *AD,685552059,101,85,25.65,427,3,274.5,4,De Vere Horwood Estate
20170112,"P - The Roxburghe Hotel, Edinburgh Brand [UK] (S) ^KW *AD",699504385,101,98,34.85,381,0,0,0,The Roxburghe
20170110,Principal Manchester General [UK] (S) ^KW ^RLSA *AD,697895232,98,95,99.17,4215,0,0,0,The Principal Manchester
20170116,DV Staverton Estate Brand [UK] (S) ^KW ^RLSA-B *AD,692789749,98,85,26.49,286,1,65.83,1,De Vere Staverton Estate
20170112,DV Selsdon Estate Brand [UK] (S) ^KW ^RLSA-B *AD,685552047,97,83,23.28,526,3,332.92,4,De Vere Selsdon Estate
20170115,DV Staverton Estate Brand [UK] (S) ^KW ^RLSA-B *AD,692789749,97,76,26.98,192,1,57.5,1,De Vere Staverton Estate
20170114,DV Selsdon Estate Brand [UK] (S) ^KW ^RLSA-B *AD,685552047,96,80,22.85,361,2,157.5,2,De Vere Selsdon Estate
20170113,DV Selsdon Estate Brand [UK] (S) ^KW ^RLSA-B *AD,685552047,95,79,23.61,450,2,182.5,3,De Vere Selsdon Estate
20170114,Principal Manchester Brand [UK] (S) ^KW ^RLSA-B *AD,693220989,95,93,46.85,1099,2,401.3,4,The Principal Manchester
20170109,DV Horsley Estate Brand [UK] (S) ^KW ^RLSA-B *AD,692789737,94,49,21.51,289,0,0,0,De Vere Horsley Estate
20170115,DV Selsdon Estate Brand [UK] (S) ^KW ^RLSA-B *AD,685552047,94,83,26.12,354,1,346.67,4,De Vere Selsdon Estate
20170109,DV Horwood Estate Brand [UK] (S) ^KW ^RLSA-B *AD,685552059,91,77,21.82,383,1,74.17,1,De Vere Horwood Estate
20170111,DV Staverton Estate Brand [UK] (S) ^KW ^RLSA-B *AD,692789749,91,80,26.05,353,0,0,0,De Vere Staverton Estate
20170111,DV Theobalds Estate Brand [UK] (S) ^KW ^RLSA-B *AD,692789752,91,75,15.8,343,1,107.5,1,De Vere Theobalds Estate
20170115,"P - Milton Hill, Abingdon Brand [UK] (S) ^KW ^RLSA-B *AD",700007933,89,73,9.94,284,2,165,2,Milton Hill
20170115,Principal Manchester Brand [UK] (S) ^KW ^RLSA-B *AD,693220989,89,89,51.17,1249,7,1119.67,10,The Principal Manchester
20170110,DV Horwood Estate Brand [UK] (S) ^KW ^RLSA-B *AD,685552059,88,72,20.61,449,0,0,0,De Vere Horwood Estate
20170116,DV Theobalds Estate Brand [UK] (S) ^KW ^RLSA-B *AD,692789752,88,72,17.07,235,0,0,0,De Vere Theobalds Estate
